cnpj;nome_sistema;status_cvm;situacao;classe_atual;classe_anbima;sugestao_classe;confianca;liquidez_atual;cvm_conversao;cvm_pagto_resgate;cvm_tipo_dia;liquidez_sugerida;gestor;taxa_adm;ativo_canonico_id
44417431000123;HASHDEX ETHEREUM FIM;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;7;1;6;DIAS ÚTEIS;7;;;df8cd0fb-2f9e-42f2-b1a7-8c89fb09f92a
29720571000182;HECTARE REAL ESTATE FICFIM CrPr;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;121;120;121;DIAS CORRIDOS;241;;;6e8c56fb-0f85-4020-8bd7-ab0e057fc1dc
52285727000166;Itau Janeiro Dist FICFIM RL;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;22;21;21;DIAS CORRIDOS;42;;;c5f5db21-85ae-4d0d-8499-7e8acb2ae440
43984537000146;KAPITALO K10 FICFIM ACCESS;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;31;30;31;DIAS CORRIDOS;61;;;4d33c0aa-107e-400b-8622-a4aa15c78821
38221267000181;KP CrPr 35 FICFIM;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;35;33;35;DIAS CORRIDOS;68;;;08eda330-0756-4c9c-9e3e-1f98512731e5
45274408000190;LIBRA FIC FIDC CrPr;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;46;45;46;DIAS CORRIDOS;91;;;8d8cd4bc-7164-4799-abe7-5b0da7abbb8e
26841302000186;M8 Credit Opportunities FICFIM CrPr;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;91;90;91;DIAS CORRIDOS;181;;;c5f291e5-76f2-40b7-a125-67cb0fb8d6d7
19392834000118;MCA CrPr FICFIDC;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - ESTRATÉGIA ESPECÍFICA;Multimercado;alta;31;30;31;DIAS CORRIDOS;61;;;cb5d67f3-5517-447f-9b94-f4f04b76ea90
23711364000185;MCA II FICFIDC;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - ESTRATÉGIA ESPECÍFICA;Multimercado;alta;61;60;61;DIAS CORRIDOS;121;;;8d8f9916-711b-4956-9753-51b1b5081bc7
10237439000196;Matera RC Hedge FIM;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;16;15;16;DIAS CORRIDOS;31;;;15aff99b-ba28-451b-97d3-5d5e2ccab1ec
09601190000177;Nikos Ouro FIM;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - ESTRATÉGIA ESPECÍFICA;Multimercado;alta;4;3;4;DIAS ÚTEIS;7;;;bbf01fab-c60c-43b8-8840-5be60e84ec2f
22918359000185;QUANTITAS MALLORCA FICFIM;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - MACRO;Multimercado;alta;15;14;14;DIAS CORRIDOS;28;;;b0069e2e-a68a-46ba-9c26-54eb7dbf0150
42013814000100;RENDA MENSAL PRE FC FIDC;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - ESTRATÉGIA ESPECÍFICA;Multimercado;alta;2;0;5;DIAS ÚTEIS;5;;;75745165-6ff8-46a4-b2d3-03ca5ea54f9f
42405028000159;ROOT CAPITAL CREDITO HG PLUS FICFIM CrPr;OK;;Multimercado;MULTIMERCADO - ALOCAÇÃO - DINÂMICOS;Multimercado;alta;60;59;60;DIAS CORRIDOS;119;;;75126cea-4015-4089-993f-f1f164f26de6
34431415000131;ROOT CAPITAL HIGH YIELD FICFIM CrPr;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - MACRO;Multimercado;alta;180;179;180;DIAS CORRIDOS;359;;;89a542ed-34c7-4cc1-8416-bd2a1cbc58b4
13054728000148;SOLIS CAPITAL ANTARES CrPr FICFIM LP;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;60;59;60;DIAS CORRIDOS;119;;;dcdebf38-9621-4261-be26-537b35553290
49692303000101;SOLUTIONS FICFIM CrPr;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;10;9;10;DIAS CORRIDOS;19;;;fa48b6e9-eba7-486b-ad15-a0dbcc535419
34781162000126;SPX Seahawk Global FICFIM CrPr RL;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - ESTRATÉGIA ESPECÍFICA;Multimercado;alta;31;30;30;DIAS CORRIDOS;60;;;e834cb39-417f-42f1-b7f4-4d25b888c06a
46339885000159;V8 GTO FICFIDC;OK;CANCELADA;Multimercado;MULTIMERCADO - ESTRATÉGIA - ESTRATÉGIA ESPECÍFICA;Multimercado;alta;90;89;90;DIAS ÚTEIS;179;V8 CAPITAL GESTÃO DE INVESTIMENTOS LTDA.;0.6;0b814266-c8b3-4b21-9ede-55182ea4e166
11701985000107;VALORA GUARDIAN FIDC;OK;;Multimercado;MULTIMERCADO - ALOCAÇÃO - DINÂMICOS;Multimercado;alta;91;62;0;DIAS CORRIDOS;62;;;5d84c403-7658-4c27-8360-9f517c24600f
17453850000148;WESTERN ASSET US INDEX 500 FIM;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - ESTRATÉGIA ESPECÍFICA;Multimercado;alta;1;0;1;DIAS ÚTEIS;1;;;f275e47e-2f78-4e5e-a38a-da3045e27695
38065069000176;Éxes D90 FIDC;OK;;Multimercado;MULTIMERCADO - ESTRATÉGIA - LIVRE;Multimercado;alta;91;90;91;DIAS CORRIDOS;181;;;3161c358-36f0-4662-a303-6d7f5bd8aaba
57832914000136;A1 High Grade Pós Fixado Feeder 2 FIF RF;OK;;Multimercado;RENDA FIXA LIVRE DURAÇÃO - CRÉDITO LIVRE;RF - Pós-fixado;media;1;0;0;DIAS CORRIDOS;0;;;b9adb3b0-8a55-4456-845a-3de5d0841ac4
52286231000107;ARX FUJI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;OK;;Multimercado;RENDA FIXA BAIXA DURAÇÃO - GRAU DE INVESTIMENTO;RF - Pós-fixado;media;1;0;1;DIAS ÚTEIS;1;;;e38b8c40-0c64-47b9-9140-ad9325919680
57027655000170;Absolute Hidra CDI Plus P Infra RF RL;OK;;Multimercado;RENDA FIXA BAIXA DURAÇÃO - CRÉDITO LIVRE;RF - Pós-fixado;media;31;30;31;DIAS CORRIDOS;61;;;e9573e23-8a98-4a4f-9c72-f79db4424cb6
24773832000109;Artesanal Renda Fixa FIRF;OK;;Multimercado;RENDA FIXA LIVRE DURAÇÃO - GRAU DE INVESTIMENTO;RF - Pós-fixado;media;0;0;0;DIAS ÚTEIS;0;;;89c4f182-4486-415e-87c1-b4f02ee521a6
09636393000107;BNP Paribas Match DI FIRF CrPr;OK;;Multimercado;RENDA FIXA BAIXA DURAÇÃO - GRAU DE INVESTIMENTO;RF - Pós-fixado;media;0;0;0;DIAS ÚTEIS;0;;;56a3aac9-2a1e-4f30-a7af-f38bab1d11a8
33342285000106;BRZ HIGH GRADE FIRF CrPr;OK;;Multimercado;RENDA FIXA BAIXA DURAÇÃO - GRAU DE INVESTIMENTO;RF - Pós-fixado;media;31;31;31;DIAS CORRIDOS;62;;;b84c88e2-ec29-403e-9ba1-60209805eea5
54996629000162;BTG Black Tesouro Selic Simples FIRF RL;OK;;Multimercado;RENDA FIXA SIMPLES;RF - Pós-fixado;media;0;0;0;DIAS ÚTEIS;0;;;6b566bb9-f149-4aa7-955d-f61f43b95c4b
27717359000130;BTG CDB Plus FIRF CrPr;OK;;Multimercado;RENDA FIXA BAIXA DURAÇÃO - GRAU DE INVESTIMENTO;RF - Pós-fixado;media;0;0;0;DIAS ÚTEIS;0;;;d233cf37-4897-425e-899a-1ed9c7695e24
50877951000111;BTG CRED CORP DINAMICO FICFIRF CrPr;OK;;Multimercado;RENDA FIXA LIVRE DURAÇÃO - GRAU DE INVESTIMENTO;RF - Pós-fixado;media;11;10;11;DIAS ÚTEIS;21;;;b33a0f78-ce4c-48bc-bdf9-cf9525774b70
30934757000113;BTG CRED CORP INCENTIVADO FICFIIIRF RL;OK;;FII-FIAgro;RENDA FIXA LIVRE DURAÇÃO - CRÉDITO LIVRE;RF - Pós-fixado;media;7;6;7;DIAS CORRIDOS;13;;;aa9f435d-da2f-4ca5-a542-2c37504ece4f
29562673000117;BTG Digital Tesouro Selic Simples FIRF;OK;;Multimercado;RENDA FIXA SIMPLES;RF - Pós-fixado;media;0;0;0;DIAS ÚTEIS;0;;;22999329-6d58-496d-9efa-40710144ecfd
34096235000140;BTG PACTUAL DEBENTURES INC FICFIRF;OK;;Multimercado;RENDA FIXA LIVRE DURAÇÃO - CRÉDITO LIVRE;RF - Pós-fixado;media;7;6;7;DIAS CORRIDOS;13;;;ade3a315-49df-43d5-abf0-fd6311853f1e
09215250000113;BTG Tesouro Selic FIRFRefDI;OK;;Multimercado;RENDA FIXA LIVRE DURAÇÃO - GRAU DE INVESTIMENTO;RF - Pós-fixado;media;0;0;0;DIAS ÚTEIS;0;;;435f7e2d-0994-45b4-aa90-a63c2b5a35ad
